Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
69306-33260,WR,DeVante,DeVante Parker,Parker,10.67142813546317,7,5900,MIA@TEN,MIA,TEN,,,,,,WR/FLEX
69306-56265,TE,Mike,Mike Gesicki,Gesicki,7.8799997965494795,15,5900,MIA@TEN,MIA,TEN,,,,,,TE/FLEX
69306-60930,RB,Myles,Myles Gaskin,Gaskin,9.620000203450521,15,5900,MIA@TEN,MIA,TEN,,,,,,RB/FLEX
69306-55042,TE,Dalton,Dalton Schultz,Schultz,9.720000203450521,15,5900,ARI@DAL,DAL,ARI,,,,,,TE/FLEX
69306-85798,WR,Brandon,Brandon Aiyuk,Aiyuk,7.813333129882812,15,5900,HOU@SF,SF,HOU,,,,,,WR/FLEX
69306-71706,TE,T.J.,T.J. Hockenson,Hockenson,9.566666920979818,12,5800,DET@SEA,DET,SEA,IR,Thumb,,,,TE/FLEX
69306-63634,WR,Jakobi,Jakobi Meyers,Meyers,8.607142857142858,14,5800,JAC@NE,NE,JAC,,,,,,WR/FLEX
69306-69956,WR,Michael,Michael Gallup,Gallup,7.862500190734863,8,5800,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
69306-55830,RB,D'Onta,D'Onta Foreman,Foreman,8.757142748151507,7,5800,MIA@TEN,TEN,MIA,,,,,,RB/FLEX
69306-83074,TE,Dallas,Dallas Goedert,Goedert,9.064285823277064,14,5800,PHI@WAS,PHI,WAS,,,,,,TE/FLEX
69306-25837,RB,Duke,Duke Johnson,Johnson,10.299999872843424,3,5800,MIA@TEN,MIA,TEN,,,,,,RB/FLEX
69306-14211,RB,Mark,Mark Ingram II,Ingram II,6.7928570338657925,14,5800,CAR@NO,NO,CAR,,,,,,RB/FLEX
69306-24920,RB,Devonta,Devonta Freeman,Freeman,8.407142639160156,14,5700,LAR@BAL,BAL,LAR,,,,,,RB/FLEX
69306-90561,WR,Jerry,Jerry Jeudy,Jeudy,6.888888888888889,9,5700,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
69306-111540,RB,Rhamondre,Rhamondre Stevenson,Stevenson,8.109999847412109,10,5700,JAC@NE,NE,JAC,IR,Illness,,,,RB/FLEX
69306-93539,RB,Michael,Michael Carter,Carter,10.641666412353516,12,5700,TB@NYJ,NYJ,TB,,,,,,RB/FLEX
69306-71246,WR,Marquez,Marquez Callaway,Callaway,7.73999989827474,15,5700,CAR@NO,NO,CAR,,,,,,WR/FLEX
69306-22103,WR,Marvin,Marvin Jones Jr.,Jones Jr.,7.986666870117188,15,5700,JAC@NE,JAC,NE,,,,,,WR/FLEX
69306-26251,WR,Robby,Robby Anderson,Anderson,6.366666666666666,15,5700,CAR@NO,CAR,NO,,,,,,WR/FLEX
69306-28473,RB,Carlos,Carlos Hyde,Hyde,3.316666603088379,12,5700,JAC@NE,JAC,NE,IR,Concussion,,,,RB/FLEX
69306-85845,WR,Rashod,Rashod Bateman,Bateman,6.8,10,5700,LAR@BAL,BAL,LAR,,,,,,WR/FLEX
69306-40845,TE,Hunter,Hunter Henry,Henry,8.785714285714286,14,5700,JAC@NE,NE,JAC,,,,,,TE/FLEX
69306-24755,WR,Jamison,Jamison Crowder,Crowder,7.4636362249201,11,5600,TB@NYJ,NYJ,TB,Q,Calf,,,,WR/FLEX
69306-27338,RB,Rex,Rex Burkhead,Burkhead,6.066666920979817,12,5600,HOU@SF,HOU,SF,,,,,,RB/FLEX
69306-22031,WR,T.Y.,T.Y. Hilton,Hilton,5.837500095367432,8,5600,LV@IND,IND,LV,,,,,,WR/FLEX
69306-63078,RB,Ke'Shawn,Ke'Shawn Vaughn,Vaughn,4.5,4,5600,TB@NYJ,TB,NYJ,,,,,,RB/FLEX
69306-69295,WR,Byron,Byron Pringle,Pringle,6.621428353445871,14,5600,KC@CIN,KC,CIN,,,,,,WR/FLEX
69306-22288,WR,Cole,Cole Beasley,Beasley,7.714285714285714,14,5600,ATL@BUF,BUF,ATL,IR,Illness,,,,WR/FLEX
69306-14187,WR,A.J.,A.J. Green,Green,8.328571319580078,14,5600,ARI@DAL,ARI,DAL,,,,,,WR/FLEX
69306-14190,WR,Julio,Julio Jones,Jones,5.622222052680121,9,5600,MIA@TEN,TEN,MIA,IR,Illness,,,,WR/FLEX
69306-28827,RB,Dare,Dare Ogunbowale,Ogunbowale,2.8499999046325684,8,5500,JAC@NE,JAC,NE,,,,,,RB/FLEX
69306-43334,RB,J.D.,J.D. McKissic,McKissic,9.672727411443537,11,5500,PHI@WAS,WAS,PHI,IR,Concussion,,,,RB/FLEX
69306-80289,WR,Kendrick,Kendrick Bourne,Bourne,9.1,15,5500,JAC@NE,NE,JAC,,,,,,WR/FLEX
69306-54244,WR,Kenny,Kenny Golladay,Golladay,5.575000127156575,12,5500,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-64575,RB,Derrick,Derrick Gore,Gore,7.349999745686849,6,5500,KC@CIN,KC,CIN,,,,,,RB/FLEX
69306-29780,TE,Zach,Zach Ertz,Ertz,8.279999796549479,15,5500,ARI@DAL,ARI,DAL,,,,,,TE/FLEX
69306-11505,WR,Emmanuel,Emmanuel Sanders,Sanders,7.907142639160156,14,5500,ATL@BUF,BUF,ATL,,,,,,WR/FLEX
69306-40843,RB,Alex,Alex Collins,Collins,5.845454822887074,11,5500,DET@SEA,SEA,DET,,,,,,RB/FLEX
69306-28643,WR,Allen,Allen Robinson II,Robinson II,5.729999923706055,10,5500,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-88699,RB,Jaret,Jaret Patterson,Patterson,2.3416666984558105,12,5400,PHI@WAS,WAS,PHI,,,,,,RB/FLEX
69306-47870,TE,Tyler,Tyler Higbee,Higbee,6.623076805701623,13,5400,LAR@BAL,LAR,BAL,,,,,,TE/FLEX
69306-90912,RB,Kenneth,Kenneth Gainwell,Gainwell,6.414285932268415,14,5400,PHI@WAS,PHI,WAS,,,,,,RB/FLEX
69306-87467,RB,Chuba,Chuba Hubbard,Hubbard,7.014285496303013,14,5400,CAR@NO,CAR,NO,,,,,,RB/FLEX
69306-71352,WR,Mecole,Mecole Hardman,Hardman,6.020000203450521,15,5400,KC@CIN,KC,CIN,,,,,,WR/FLEX
69306-57091,WR,Tim,Tim Patrick,Patrick,7.826666768391927,15,5400,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
69306-30635,RB,Mike,Mike Davis,Davis,6.913333129882813,15,5400,ATL@BUF,ATL,BUF,,,,,,RB/FLEX
69306-104424,RB,Craig,Craig Reynolds,Reynolds,9.90000025431315,3,5400,DET@SEA,DET,SEA,,,,,,RB/FLEX
69306-57342,WR,Tre'Quan,Tre'Quan Smith,Smith,6.177777608235677,9,5400,CAR@NO,NO,CAR,Q,Chest,,,,WR/FLEX
69306-71705,TE,Noah,Noah Fant,Fant,7.478571210588727,14,5300,DEN@LAC,DEN,LAC,,,,,,TE/FLEX
69306-86052,WR,Kadarius,Kadarius Toney,Toney,6.984444512261285,9,5300,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-57403,WR,Courtland,Courtland Sutton,Sutton,7.420000203450521,15,5300,DEN@LAC,DEN,LAC,,,,,,WR/FLEX
69306-94534,WR,Gabriel,Gabriel Davis,Davis,7.5,13,5300,ATL@BUF,BUF,ATL,IR,Illness,,,,WR/FLEX
69306-39580,RB,Devontae,Devontae Booker,Booker,8.207142966134208,14,5300,NYG@CHI,NYG,CHI,,,,,,RB/FLEX
69306-72412,RB,Khalil,Khalil Herbert,Herbert,4.992857251848493,14,5300,NYG@CHI,CHI,NYG,,,,,,RB/FLEX
69306-64389,WR,Nick,Nick Westbrook-Ikhine,Westbrook-Ikhine,5.600000234750601,13,5300,MIA@TEN,TEN,MIA,IR,Illness,,,,WR/FLEX
69306-52495,WR,Braxton,Braxton Berrios,Berrios,5.093333435058594,15,5300,TB@NYJ,NYJ,TB,,,,,,WR/FLEX
69306-64843,WR,Jalen,Jalen Guyton,Guyton,5.100000108991351,14,5300,DEN@LAC,LAC,DEN,IR,Illness,,,,WR/FLEX
69306-52808,RB,Dontrell,Dontrell Hilliard,Hilliard,8.319999694824219,5,5300,MIA@TEN,TEN,MIA,,,,,,RB/FLEX
69306-69276,WR,Bryan,Bryan Edwards,Edwards,5.985714503696987,14,5300,LV@IND,LV,IND,IR,Illness,,,,WR/FLEX
69306-87859,WR,Laviska,Laviska Shenault Jr.,Shenault Jr.,6.035714285714286,14,5300,JAC@NE,JAC,NE,IR,Illness,,,,WR/FLEX
69306-40857,RB,Peyton,Peyton Barber,Barber,5.337500095367432,8,5300,LV@IND,LV,IND,,,,,,RB/FLEX
69306-73687,WR,Quez,Quez Watkins,Watkins,5.006666564941407,15,5300,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-24641,WR,Sammy,Sammy Watkins,Watkins,5.69000015258789,10,5200,LAR@BAL,BAL,LAR,,,,,,WR/FLEX
69306-24671,WR,Adam,Adam Humphries,Humphries,3.7199999491373696,15,5200,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-53390,WR,Zach,Zach Pascal,Pascal,5.214285714285714,14,5200,LV@IND,IND,LV,IR,Undisclosed,,,,WR/FLEX
69306-53639,WR,Isaiah,Isaiah McKenzie,McKenzie,2.9769231356107273,13,5200,ATL@BUF,BUF,ATL,,,,,,WR/FLEX
69306-70027,RB,Zack,Zack Moss,Moss,7.94545468417081,11,5200,ATL@BUF,BUF,ATL,,,,,,RB/FLEX
69306-41426,RB,Phillip,Phillip Lindsay,Lindsay,3.1666666666666665,12,5200,MIA@TEN,MIA,TEN,,,,,,RB/FLEX
69306-6739,WR,DeSean,DeSean Jackson,Jackson,4.984615619365986,13,5200,LV@IND,LV,IND,,,,,,WR/FLEX
69306-41806,WR,Laquon,Laquon Treadwell,Treadwell,4.429999923706054,10,5200,JAC@NE,JAC,NE,,,,,,WR/FLEX
69306-29683,WR,Nelson,Nelson Agholor,Agholor,6.315384498009315,13,5200,JAC@NE,NE,JAC,Q,Concussion,,,,WR/FLEX
69306-42028,WR,Will,Will Fuller V,Fuller V,3.299999952316284,2,5200,MIA@TEN,MIA,TEN,IR,Finger,,,,WR/FLEX
69306-68712,WR,Tyler,Tyler Johnson,Johnson,3.2538460951585035,13,5200,TB@NYJ,TB,NYJ,,,,,,WR/FLEX
69306-27776,RB,Tevin,Tevin Coleman,Coleman,4.540000152587891,10,5200,TB@NYJ,NYJ,TB,,,,,,RB/FLEX
69306-91419,WR,Nico,Nico Collins,Collins,4.533333460489909,12,5200,HOU@SF,HOU,SF,,,,,,WR/FLEX
69306-60712,TE,Foster,Foster Moreau,Moreau,6.290000152587891,10,5200,LV@IND,LV,IND,,,,,,TE/FLEX
69306-87418,WR,Joshua,Joshua Palmer,Palmer,4.676923018235427,13,5200,DEN@LAC,LAC,DEN,,,,,,WR/FLEX
69306-91872,RB,Joshua,Joshua Kelley,Kelley,1.8125,8,5200,DEN@LAC,LAC,DEN,,,,,,RB/FLEX
69306-53097,WR,Josh,Josh Reynolds,Reynolds,7.166666666666667,9,5200,DET@SEA,DET,SEA,IR,Illness,,,,WR/FLEX
69306-57299,TE,Gerald,Gerald Everett,Everett,6.63076899601863,13,5200,DET@SEA,SEA,DET,,,,,,TE/FLEX
69306-79998,WR,Keelan,Keelan Cole Sr.,Cole Sr.,3.9583333333333335,12,5100,TB@NYJ,NYJ,TB,,,,,,WR/FLEX
69306-63625,RB,Nyheim,Nyheim Hines,Hines,5.726666768391927,15,5100,LV@IND,IND,LV,,,,,,RB/FLEX
69306-41305,WR,Zay,Zay Jones,Jones,4.715384556696965,13,5100,LV@IND,LV,IND,,,,,,WR/FLEX
69306-72133,WR,Antoine,Antoine Wesley,Wesley,4.766666730244954,6,5100,ARI@DAL,ARI,DAL,,,,,,WR/FLEX
69306-31207,TE,C.J.,C.J. Uzomah,Uzomah,6.573333231608073,15,5100,KC@CIN,CIN,KC,,,,,,TE/FLEX
69306-41872,TE,Evan,Evan Engram,Engram,5.915384732759916,13,5100,NYG@CHI,NYG,CHI,,,,,,TE/FLEX
69306-64496,WR,Olamide,Olamide Zaccheaus,Zaccheaus,5.100000234750601,13,5100,ATL@BUF,ATL,BUF,,,,,,WR/FLEX
69306-62497,RB,David,David Johnson,Johnson,5.016666730244954,12,5100,HOU@SF,HOU,SF,IR,Undisclosed,,,,RB/FLEX
69306-62508,TE,James,James O'Shaughnessy,O'Shaughnessy,5.485714503696987,7,5100,JAC@NE,JAC,NE,,,,,,TE/FLEX
69306-62628,WR,DeAndre,DeAndre Carter,Carter,4.853333536783854,15,5100,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-93408,WR,Rondale,Rondale Moore,Moore,5.864285605294364,14,5100,ARI@DAL,ARI,DAL,Q,Ankle,,,,WR/FLEX
69306-52451,RB,Samaje,Samaje Perine,Perine,4.842857360839844,14,5100,KC@CIN,CIN,KC,,,,,,RB/FLEX
69306-56648,RB,Jeremy,Jeremy McNichols,McNichols,4.850000063578288,12,5100,MIA@TEN,TEN,MIA,,,,,,RB/FLEX
69306-34331,RB,Latavius,Latavius Murray,Murray,6.208333333333333,12,5100,LAR@BAL,BAL,LAR,,,,,,RB/FLEX
69306-30403,WR,Chris,Chris Conley,Conley,4.076923076923077,13,5100,HOU@SF,HOU,SF,,,,,,WR/FLEX
69306-63186,WR,James,James Proche,Proche,4.028571537562779,7,5100,LAR@BAL,BAL,LAR,,,,,,WR/FLEX
69306-104176,WR,Deonte,Deonte Harris,Harris,7.909090909090909,11,5100,CAR@NO,NO,CAR,IR,Undisclosed,,,,WR/FLEX
69306-40977,TE,Ricky,Ricky Seals-Jones,Seals-Jones,5.279999923706055,10,5000,PHI@WAS,WAS,PHI,,,,,,TE/FLEX
69306-61593,WR,Jauan,Jauan Jennings,Jennings,3.8454544760964136,11,5000,HOU@SF,SF,HOU,,,,,,WR/FLEX
69306-65724,RB,JaMycal,JaMycal Hasty,Hasty,3.7111112806532116,9,5000,HOU@SF,SF,HOU,,,,,,RB/FLEX
69306-16606,WR,DeAndre,DeAndre Hopkins,Hopkins,12.61999969482422,10,5000,ARI@DAL,ARI,DAL,IR,Knee - mcl,,,,WR/FLEX
69306-12541,D,New England,New England Patriots,Patriots,9.666666666666666,15,5000,JAC@NE,NE,JAC,,,,,,DEF
69306-63819,WR,Darius,Darius Slayton,Slayton,3.808333396911621,12,5000,NYG@CHI,NYG,CHI,,,,,,WR/FLEX
69306-39280,RB,Derrick,Derrick Henry,Henry,23.037500381469727,8,5000,MIA@TEN,TEN,MIA,IR,Foot,,,,RB/FLEX
69306-94625,WR,Jalen,Jalen Reagor,Reagor,3.8666666666666667,15,5000,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-31184,RB,Jonathan,Jonathan Williams,Williams,4.033333460489909,3,5000,PHI@WAS,WAS,PHI,,,,,,RB/FLEX
69306-6703,RB,Adrian,Adrian Peterson,Peterson,6.150000095367432,4,5000,DET@SEA,SEA,DET,Q,Lower back,,,,RB/FLEX
69306-27229,RB,Ameer,Ameer Abdullah,Abdullah,3.373333231608073,15,5000,CAR@NO,CAR,NO,,,,,,RB/FLEX
69306-25290,RB,Giovani,Giovani Bernard,Bernard,4.759999847412109,10,5000,TB@NYJ,TB,NYJ,IR,Hip,,,,RB/FLEX
69306-70422,WR,Kalif,Kalif Raymond,Raymond,5.933333333333334,15,5000,DET@SEA,DET,SEA,,,,,,WR/FLEX
69306-91047,TE,Cole,Cole Kmet,Kmet,5.3600001017252605,15,5000,NYG@CHI,CHI,NYG,,,,,,TE/FLEX
69306-56356,WR,Isaiah,Isaiah Ford,Ford,3.7333331637912326,9,5000,MIA@TEN,MIA,TEN,,,,,,WR/FLEX
69306-54472,WR,Cam,Cam Sims,Sims,4.3125,8,5000,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-38264,WR,Demarcus,Demarcus Robinson,Robinson,3.6000000635782876,12,5000,KC@CIN,KC,CIN,,,,,,WR/FLEX
69306-71032,WR,Devin,Devin Duvernay,Duvernay,4.51428576878139,14,5000,LAR@BAL,BAL,LAR,Q,Ankle,,,,WR/FLEX
69306-73121,RB,Tony,Tony Jones Jr.,Jones Jr.,2.200000047683716,8,5000,CAR@NO,NO,CAR,,,,,,RB/FLEX
69306-32243,WR,Marquise,Marquise Goodwin,Goodwin,3.741666793823242,12,5000,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-40758,RB,Corey,Corey Clement,Clement,1.9799999237060546,5,5000,ARI@DAL,DAL,ARI,,,,,,RB/FLEX
69306-61273,WR,Scotty,Scotty Miller,Miller,0.9800000190734863,5,5000,TB@NYJ,TB,NYJ,,,,,,WR/FLEX
69306-26458,WR,Tavon,Tavon Austin,Austin,3.4272727966308594,11,5000,JAC@NE,JAC,NE,,,,,,WR/FLEX
69306-53303,RB,Matt,Matt Breida,Breida,5.600000108991351,7,4900,ATL@BUF,BUF,ATL,,,,,,RB/FLEX
69306-69836,WR,Collin,Collin Johnson,Johnson,2.2857142857142856,7,4900,NYG@CHI,NYG,CHI,Q,Hamstring,,,,WR/FLEX
69306-12551,D,Tampa Bay,Tampa Bay Buccaneers,Buccaneers,8.733333333333333,15,4900,TB@NYJ,TB,NYJ,,,,,,DEF
69306-33047,WR,Chris,Chris Moore,Moore,4.842857360839844,7,4900,HOU@SF,HOU,SF,,,,,,WR/FLEX
69306-41475,WR,John,John Ross III,Ross III,3.9444444444444446,9,4900,NYG@CHI,NYG,CHI,IR,Illness,,,,WR/FLEX
69306-55970,RB,Royce,Royce Freeman,Freeman,2.7100000381469727,10,4900,HOU@SF,HOU,SF,,,,,,RB/FLEX
69306-80546,TE,Dan,Dan Arnold,Arnold,5.829999923706055,10,4900,JAC@NE,JAC,NE,IR,Illness,,,,TE/FLEX
69306-70372,WR,Chester,Chester Rogers,Rogers,3.307142802647182,14,4900,MIA@TEN,TEN,MIA,,,,,,WR/FLEX
69306-25813,WR,Phillip,Phillip Dorsett II,Dorsett II,2.9,5,4900,HOU@SF,HOU,SF,D,Ankle,,,,WR/FLEX
69306-48344,WR,Albert,Albert Wilson,Wilson,3.55,10,4900,MIA@TEN,MIA,TEN,IR,Illness,,,,WR/FLEX
69306-69168,WR,N'Keal,N'Keal Harry,Harry,2.4888888465033636,9,4900,JAC@NE,NE,JAC,,,,,,WR/FLEX
69306-7761,TE,Jared,Jared Cook,Cook,6.560000101725261,15,4900,DEN@LAC,LAC,DEN,,,,,,TE/FLEX
69306-94087,RB,DeeJay,DeeJay Dallas,Dallas,3.2933334350585937,15,4900,DET@SEA,SEA,DET,,,,,,RB/FLEX
69306-32703,WR,Jakeem,Jakeem Grant Sr.,Grant Sr.,2.4285714285714284,14,4900,NYG@CHI,CHI,NYG,Q,Concussion,,,,WR/FLEX
69306-69581,WR,Cedrick,Cedrick Wilson,Wilson,6.9316666920979815,12,4900,ARI@DAL,DAL,ARI,,,,,,WR/FLEX
69306-30678,WR,Damiere,Damiere Byrd,Byrd,4.655555725097656,9,4900,NYG@CHI,CHI,NYG,,,,,,WR/FLEX
69306-79920,WR,Cyril,Cyril Grayson,Grayson,11.25,2,4800,TB@NYJ,TB,NYJ,,,,,,WR/FLEX
69306-12527,D,Chicago,Chicago Bears,Bears,5.4,15,4800,NYG@CHI,CHI,NYG,,,,,,DEF
69306-22898,RB,Brandon,Brandon Bolden,Bolden,5.75,14,4800,JAC@NE,NE,JAC,,,,,,RB/FLEX
69306-47523,WR,Tajae,Tajae Sharpe,Sharpe,2.730769230769231,13,4800,ATL@BUF,ATL,BUF,IR,Illness,,,,WR/FLEX
69306-64031,TE,Hayden,Hayden Hurst,Hurst,4.299999930641868,11,4800,ATL@BUF,ATL,BUF,,,,,,TE/FLEX
69306-25267,WR,Mack,Mack Hollins,Hollins,4.845454476096413,11,4800,MIA@TEN,MIA,TEN,,,,,,WR/FLEX
69306-86780,RB,Salvon,Salvon Ahmed,Ahmed,2.9636362249200996,11,4800,MIA@TEN,MIA,TEN,,,,,,RB/FLEX
69306-72453,WR,Denzel,Denzel Mims,Mims,1.9222221374511719,9,4800,TB@NYJ,NYJ,TB,,,,,,WR/FLEX
69306-82731,WR,Brandon,Brandon Zylstra,Zylstra,5,8,4800,CAR@NO,CAR,NO,IR,Illness,,,,WR/FLEX
69306-27441,RB,Damien,Damien Williams,Williams,5.237500190734863,8,4800,NYG@CHI,CHI,NYG,,,,,,RB/FLEX
69306-93023,RB,Jermar,Jermar Jefferson,Jefferson,5.925000190734863,4,4800,DET@SEA,DET,SEA,,,,,,RB/FLEX
69306-29734,RB,Ty,Ty Montgomery,Montgomery,2.1700000762939453,10,4800,CAR@NO,NO,CAR,,,,,,RB/FLEX
69306-71031,WR,Lil'Jordan,Lil'Jordan Humphrey,Humphrey,7.340000152587891,5,4800,CAR@NO,NO,CAR,,,,,,WR/FLEX
69306-52613,WR,Curtis,Curtis Samuel,Samuel,1.3600000381469726,5,4800,PHI@WAS,WAS,PHI,Q,Hamstring,,,,WR/FLEX
69306-32235,WR,Marcus,Marcus Johnson,Johnson,2.8999998910086497,7,4800,MIA@TEN,TEN,MIA,IR,Hamstring,,,,WR/FLEX
69306-104012,WR,Ashton,Ashton Dulin,Dulin,3,13,4800,LV@IND,IND,LV,,,,,,WR/FLEX
69306-38509,RB,Wendell,Wendell Smallwood,Smallwood,3.5,1,4800,PHI@WAS,WAS,PHI,,,,,,RB/FLEX
69306-71444,RB,Travis,Travis Homer,Homer,4.354545593261719,11,4800,DET@SEA,SEA,DET,,,,,,RB/FLEX
69306-104297,WR,Jason,Jason Moore Jr.,Moore Jr.,7.099999904632568,1,4800,DEN@LAC,LAC,DEN,,,,,,WR/FLEX
69306-94094,TE,Brevin,Brevin Jordan,Jordan,6.342857360839844,7,4800,HOU@SF,HOU,SF,,,,,,TE/FLEX
69306-86173,RB,Mekhi,Mekhi Sargent,Sargent,0.29999999205271405,3,4700,JAC@NE,JAC,NE,,,,,,RB/FLEX
69306-12542,D,New Orleans,New Orleans Saints,Saints,8,15,4700,CAR@NO,NO,CAR,,,,,,DEF
69306-70133,RB,Jake,Jake Funk,Funk,0.125,4,4700,LAR@BAL,LAR,BAL,,,,,,RB/FLEX
69306-39428,RB,Kyle,Kyle Juszczyk,Juszczyk,4.064285823277065,14,4700,HOU@SF,SF,HOU,,,,,,RB/FLEX
69306-23194,WR,Josh,Josh Gordon,Gordon,1.528571401323591,7,4700,KC@CIN,KC,CIN,,,,,,WR/FLEX
69306-39859,TE,Jack,Jack Doyle,Doyle,4.507142748151507,14,4700,LV@IND,IND,LV,Q,Ankle,,,,TE/FLEX
69306-56580,WR,Christian,Christian Blake,Blake,0.9,5,4700,ATL@BUF,ATL,BUF,,,,,,WR/FLEX
69306-54608,RB,Jerick,Jerick McKinnon,McKinnon,2.414285659790039,7,4700,KC@CIN,KC,CIN,IR,Hamstring,,,,RB/FLEX
69306-93538,WR,Dyami,Dyami Brown,Brown,2.387500047683716,8,4700,PHI@WAS,WAS,PHI,,,,,,WR/FLEX
69306-71105,WR,Ben,Ben Skowronek,Skowronek,2.6666666666666665,6,4700,LAR@BAL,LAR,BAL,,,,,,WR/FLEX
69306-32234,RB,Malcolm,Malcolm Brown,Brown,3.5,6,4700,MIA@TEN,MIA,TEN,IR,Quadriceps,,,,RB/FLEX
69306-40434,WR,Greg,Greg Ward,Ward,3.6857141767229353,7,4700,PHI@WAS,PHI,WAS,,,,,,WR/FLEX
69306-34295,WR,Breshad,Breshad Perriman,Perriman,5.299999872843425,3,4700,TB@NYJ,TB,NYJ,,,,,,WR/FLEX
69306-54782,TE,Cameron,Cameron Brate,Brate,3.8428570883614674,14,4700,TB@NYJ,TB,NYJ,,,,,,TE/FLEX
69306-22018,WR,Mohamed,Mohamed Sanu Sr.,Sanu Sr.,3.1500000953674316,8,4700,HOU@SF,SF,HOU,IR,Knee,,,,WR/FLEX
69306-91677,WR,Shi,Shi Smith,Smith,3.2750000953674316,4,4700,CAR@NO,CAR,NO,,,,,,WR/FLEX
69306-63050,RB,Ty,Ty Johnson,Johnson,6.492307809682993,13,4700,TB@NYJ,NYJ,TB,,,,,,RB/FLEX
